Size, Seq, Par, Libc
1000, 0.000118, 0.017712, 0.000204
1000, 0.000135, 0.020928, 0.000229
1000, 0.000127, 0.054711, 0.000284
1000, 0.000134, 0.034976, 0.000267
1000, 0.000142, 0.025582, 0.000272
1000, 0.000133, 0.018548, 0.000190
1000, 0.000133, 0.018373, 0.000201
1000, 0.000115, 0.018620, 0.000241
1000, 0.000116, 0.019869, 0.000187
1000, 0.000114, 0.017856, 0.000289
1000, 0.000150, 0.017877, 0.000183
1000, 0.000117, 0.023475, 0.000239
1000, 0.000147, 0.017574, 0.000188
1000, 0.000115, 0.025563, 0.000265
1000, 0.000123, 0.022537, 0.000272
1000, 0.000130, 0.020763, 0.000230
1000, 0.000139, 0.020777, 0.000186
1000, 0.000174, 0.016199, 0.000259
1000, 0.000151, 0.018595, 0.000187
1000, 0.000122, 0.017280, 0.000189
1000, 0.000124, 0.016430, 0.000210
1000, 0.000115, 0.015469, 0.000189
1000, 0.000115, 0.015619, 0.000185
1000, 0.000134, 0.016816, 0.000253
1000, 0.000114, 0.018941, 0.000195
1000, 0.000142, 0.015592, 0.000186
1000, 0.000118, 0.015971, 0.000220
1000, 0.000148, 0.017869, 0.000222
1000, 0.000112, 0.016607, 0.000222
1000, 0.000125, 0.015442, 0.000180
1000, 0.000144, 0.016757, 0.000316
1000, 0.000120, 0.018463, 0.000187
10000, 0.001665, 0.093000, 0.001515
10000, 0.001739, 0.055769, 0.002060
10000, 0.001876, 0.051099, 0.002154
10000, 0.001847, 0.069716, 0.001626
10000, 0.001650, 0.101200, 0.001544
10000, 0.001766, 0.048435, 0.002037
10000, 0.001542, 0.039988, 0.001743
10000, 0.001527, 0.072519, 0.001800
10000, 0.001842, 0.047251, 0.002246
10000, 0.001951, 0.068624, 0.001614
10000, 0.001671, 0.037757, 0.001556
10000, 0.001816, 0.099211, 0.001583
10000, 0.001787, 0.050716, 0.001733
10000, 0.001969, 0.093237, 0.002096
10000, 0.001813, 0.058577, 0.001558
10000, 0.001687, 0.075630, 0.001780
10000, 0.002121, 0.033371, 0.001576
10000, 0.001843, 0.067432, 0.001710
10000, 0.001720, 0.045954, 0.001523
10000, 0.001621, 0.033684, 0.001791
10000, 0.001867, 0.034135, 0.001767
10000, 0.001603, 0.038656, 0.003152
10000, 0.001746, 0.036592, 0.001569
10000, 0.001875, 0.047013, 0.001530
10000, 0.001878, 0.067227, 0.001534
10000, 0.001820, 0.056446, 0.001758
10000, 0.001655, 0.105890, 0.001605
10000, 0.001960, 0.079401, 0.001639
10000, 0.001777, 0.057283, 0.002488
10000, 0.001996, 0.064020, 0.001534
10000, 0.001818, 0.038599, 0.001520
10000, 0.001622, 0.056194, 0.001606
10000, 0.001671, 0.037319, 0.001514
10000, 0.001921, 0.104905, 0.001711
10000, 0.001595, 0.082079, 0.002276
10000, 0.001594, 0.083394, 0.001510
10000, 0.001549, 0.061349, 0.001517
10000, 0.001822, 0.061181, 0.001531
10000, 0.001624, 0.063003, 0.001570
10000, 0.001607, 0.084564, 0.001793
10000, 0.001868, 0.088942, 0.001814
10000, 0.001731, 0.080961, 0.002046
10000, 0.001906, 0.095952, 0.001600
10000, 0.001721, 0.047302, 0.001614
10000, 0.001593, 0.069705, 0.001554
10000, 0.001812, 0.048652, 0.001507
10000, 0.001600, 0.040573, 0.001712
10000, 0.001587, 0.034502, 0.001624
10000, 0.001980, 0.035533, 0.002294
10000, 0.001784, 0.038611, 0.001790
100000, 0.021038, 0.070309, 0.019745
100000, 0.020149, 0.067077, 0.020511
100000, 0.020061, 0.064574, 0.020126
100000, 0.021490, 0.077159, 0.019107
100000, 0.020825, 0.061801, 0.019063
100000, 0.019893, 0.063296, 0.019994
100000, 0.020070, 0.062498, 0.019689
100000, 0.020765, 0.201119, 0.024761
100000, 0.025550, 0.158228, 0.019921
100000, 0.021101, 0.092656, 0.021790
100000, 0.022263, 0.118497, 0.021571
100000, 0.021723, 0.106374, 0.019602
100000, 0.021090, 0.078941, 0.019682
100000, 0.020496, 0.105758, 0.020308
100000, 0.022037, 0.129214, 0.020771
100000, 0.021987, 0.072549, 0.020843
100000, 0.023193, 0.081157, 0.020323
100000, 0.019967, 0.073294, 0.019431
100000, 0.021423, 0.080780, 0.019061
100000, 0.020052, 0.077195, 0.019989
100000, 0.021466, 0.078113, 0.019597
100000, 0.020838, 0.074126, 0.021819
100000, 0.020028, 0.097386, 0.021018
100000, 0.020351, 0.075831, 0.019305
100000, 0.020709, 0.065858, 0.020941
100000, 0.021222, 0.069432, 0.023636
100000, 0.021883, 0.066629, 0.019532
100000, 0.021612, 0.070473, 0.019693
100000, 0.020580, 0.067250, 0.020273
100000, 0.020047, 0.102084, 0.020030
100000, 0.020156, 0.118005, 0.021476
100000, 0.021593, 0.069100, 0.022278
100000, 0.021781, 0.136499, 0.021874
100000, 0.024081, 0.128214, 0.021300
100000, 0.020183, 0.093269, 0.019676
100000, 0.020536, 0.081911, 0.023547
100000, 0.025227, 0.171540, 0.020006
100000, 0.020733, 0.160856, 0.022948
100000, 0.021625, 0.137513, 0.022443
100000, 0.020377, 0.116284, 0.021884
100000, 0.019813, 0.067868, 0.020098
100000, 0.019959, 0.062882, 0.021128
100000, 0.021109, 0.145553, 0.028155
100000, 0.025537, 0.090886, 0.022900
100000, 0.020784, 0.062109, 0.019330
100000, 0.019264, 0.089067, 0.020002
100000, 0.019636, 0.080104, 0.019356
100000, 0.020261, 0.073887, 0.020108
100000, 0.020019, 0.086148, 0.019350
100000, 0.022871, 0.076083, 0.022868
1000000, 0.241345, 0.328661, 0.260634
1000000, 0.267736, 0.351048, 0.275062
1000000, 0.262322, 0.317554, 0.243980
1000000, 0.238744, 0.307617, 0.237669
1000000, 0.246019, 0.309869, 0.259138
1000000, 0.249342, 0.335189, 0.235999
1000000, 0.241723, 0.337327, 0.273993
1000000, 0.245237, 0.345133, 0.246790
1000000, 0.300980, 0.309697, 0.261693
1000000, 0.253521, 0.308887, 0.282250
1000000, 0.255951, 0.452523, 0.274256
1000000, 0.320295, 0.328556, 0.250355
1000000, 0.251427, 0.332812, 0.262915
1000000, 0.246215, 0.318438, 0.260383
1000000, 0.247434, 0.330770, 0.254121
1000000, 0.260080, 0.351933, 0.307708
1000000, 0.238576, 0.303030, 0.237957
1000000, 0.244719, 0.311664, 0.236725
1000000, 0.255169, 0.339742, 0.265885
1000000, 0.244252, 0.329188, 0.258488
1000000, 0.240563, 0.385144, 0.238540
1000000, 0.250762, 0.351404, 0.268869
1000000, 0.250749, 0.337783, 0.255519
1000000, 0.243259, 0.344102, 0.248286
1000000, 0.250996, 0.329977, 0.249129
1000000, 0.261908, 0.359489, 0.243361
1000000, 0.242970, 0.388205, 0.245765
1000000, 0.238748, 0.332186, 0.238874
1000000, 0.255661, 0.334958, 0.236937
1000000, 0.258725, 0.401037, 0.279749
1000000, 0.256096, 0.377865, 0.243752
1000000, 0.253318, 0.367717, 0.240756
1000000, 0.257047, 0.327955, 0.242210
1000000, 0.249163, 0.368593, 0.246920
1000000, 0.260682, 0.320465, 0.263493
1000000, 0.252918, 0.352415, 0.294798
1000000, 0.270603, 0.390899, 0.259138
1000000, 0.263062, 0.402685, 0.239905
1000000, 0.254727, 0.402331, 0.238879
1000000, 0.241985, 0.320250, 0.236637
1000000, 0.248800, 0.325716, 0.251572
1000000, 0.251286, 0.314590, 0.295475
1000000, 0.238994, 0.327033, 0.261945
1000000, 0.267123, 0.513833, 0.239132
1000000, 0.252394, 0.357852, 0.236643
1000000, 0.239518, 0.342628, 0.247554
1000000, 0.242305, 0.330066, 0.237392
1000000, 0.249613, 0.339929, 0.244954
1000000, 0.278806, 0.301294, 0.237326
1000000, 0.248796, 0.345008, 0.260846
10000000, 2.963097, 3.909334, 3.056879
10000000, 2.996029, 3.123534, 3.117707
10000000, 2.968948, 3.045138, 2.842544
10000000, 2.834738, 3.047936, 3.060961
10000000, 6.112500, 6.481874, 6.211802
10000000, 6.382992, 6.379265, 6.183868
10000000, 6.231936, 6.587486, 6.260898
10000000, 6.229234, 6.459709, 6.267118
10000000, 3.720278, 3.204178, 3.273299
10000000, 3.468358, 5.183433, 6.156989
10000000, 5.771250, 3.228746, 3.059642
10000000, 2.990355, 3.039984, 3.061649
10000000, 3.306993, 3.188253, 3.219922
10000000, 3.126771, 3.142516, 2.982955
10000000, 2.929040, 3.004077, 2.880124
10000000, 2.876045, 3.128976, 3.138253
10000000, 2.956590, 3.277467, 3.149039
10000000, 3.046882, 3.361136, 3.012259
10000000, 2.926618, 3.227667, 3.070006
10000000, 3.181444, 3.325223, 3.136619
10000000, 3.411995, 3.303996, 3.162953
10000000, 3.043651, 3.292201, 2.946425
10000000, 3.090656, 3.184518, 3.078380
10000000, 2.923901, 3.038935, 2.946239
10000000, 3.030626, 3.206970, 2.859250
10000000, 3.037152, 3.094779, 3.177987
10000000, 3.126563, 3.229476, 3.133844
10000000, 3.139896, 3.146116, 2.944221
10000000, 3.159760, 3.221996, 2.975906
10000000, 2.847223, 3.140351, 2.974524
10000000, 3.083552, 3.203410, 2.955272
10000000, 3.029558, 3.072483, 2.903906
10000000, 2.979956, 3.175193, 2.879477
10000000, 2.881007, 3.152684, 3.279777
10000000, 3.455627, 4.594490, 3.026273
10000000, 2.920766, 3.041036, 2.946291
10000000, 2.919917, 3.027928, 2.932994
10000000, 2.927290, 2.993322, 3.008042
10000000, 2.884967, 3.018968, 2.938642
10000000, 3.020323, 3.070094, 3.016810
10000000, 3.140058, 3.292693, 3.161316
10000000, 3.057384, 3.123749, 2.912165
10000000, 2.880611, 3.007599, 2.880831
10000000, 3.017809, 3.076407, 3.112012
10000000, 3.034026, 3.201681, 3.216108
10000000, 3.342450, 3.602411, 3.632126
10000000, 3.845260, 4.312422, 3.477685
10000000, 3.812123, 5.001024, 4.510588
10000000, 4.331751, 4.537785, 4.376355
10000000, 4.208373, 4.342735, 3.667849
