Size, Seq, Par, Libc
10000, 0.005370, 0.163220, 0.005423
10000, 0.001577, 0.085379, 0.001782
10000, 0.002604, 0.045563, 0.001758
10000, 0.002178, 0.072268, 0.001817
10000, 0.001644, 0.044944, 0.001897
10000, 0.001630, 0.040625, 0.001547
10000, 0.001909, 0.060742, 0.001555
10000, 0.001597, 0.069338, 0.001549
10000, 0.002002, 0.065281, 0.001847
10000, 0.001690, 0.039322, 0.001997
10000, 0.001870, 0.046165, 0.001545
10000, 0.001897, 0.063065, 0.001570
10000, 0.001978, 0.070997, 0.001537
10000, 0.001602, 0.092612, 0.004381
10000, 0.001592, 0.100787, 0.001586
10000, 0.005945, 0.048819, 0.001901
10000, 0.001606, 0.038711, 0.001572
10000, 0.001596, 0.092222, 0.002402
10000, 0.001854, 0.031034, 0.001961
10000, 0.001780, 0.032823, 0.001653
10000, 0.001619, 0.046378, 0.001566
10000, 0.001929, 0.030944, 0.001594
10000, 0.001832, 0.063599, 0.001548
10000, 0.001648, 0.037732, 0.001760
10000, 0.001800, 0.047124, 0.001905
10000, 0.001669, 0.049130, 0.001923
10000, 0.001896, 0.039683, 0.001585
10000, 0.001798, 0.031624, 0.001624
10000, 0.001801, 0.040770, 0.002301
10000, 0.001959, 0.130096, 0.006320
10000, 0.004832, 0.065791, 0.001662
10000, 0.001924, 0.053051, 0.002046
100000, 0.019459, 0.271559, 0.051919
100000, 0.035413, 0.157820, 0.026236
100000, 0.020426, 0.092213, 0.019017
100000, 0.019697, 0.068049, 0.019801
100000, 0.019965, 0.104091, 0.019267
100000, 0.020579, 0.074220, 0.019905
100000, 0.022380, 0.069029, 0.021563
100000, 0.019926, 0.092140, 0.029071
100000, 0.026361, 0.111840, 0.020490
100000, 0.020435, 0.138147, 0.019896
100000, 0.019917, 0.148665, 0.031491
100000, 0.032355, 0.095537, 0.019371
100000, 0.023585, 0.123313, 0.019199
100000, 0.020935, 0.133429, 0.028330
100000, 0.043307, 0.101794, 0.019491
100000, 0.020358, 0.222037, 0.046930
100000, 0.045231, 0.143114, 0.050333
100000, 0.046974, 0.153275, 0.052968
100000, 0.042380, 0.153475, 0.051916
100000, 0.053109, 0.143748, 0.034786
100000, 0.047823, 0.120977, 0.045867
100000, 0.046533, 0.130909, 0.023192
100000, 0.021133, 0.122707, 0.038301
100000, 0.043533, 0.103399, 0.046649
100000, 0.049255, 0.170899, 0.019861
100000, 0.020803, 0.173583, 0.038766
100000, 0.020899, 0.082887, 0.020285
100000, 0.020054, 0.074702, 0.019443
100000, 0.020003, 0.073561, 0.019752
100000, 0.020865, 0.144985, 0.019853
100000, 0.019940, 0.075850, 0.019584
100000, 0.019938, 0.063262, 0.019838
100000, 0.019627, 0.128087, 0.022067
100000, 0.020885, 0.059522, 0.021076
100000, 0.020744, 0.066486, 0.020993
100000, 0.022086, 0.083325, 0.019934
100000, 0.020651, 0.063023, 0.028729
100000, 0.040815, 0.130942, 0.050579
100000, 0.031633, 0.072601, 0.019130
100000, 0.026532, 0.085065, 0.047115
100000, 0.026858, 0.087395, 0.019816
100000, 0.046509, 0.074247, 0.019631
100000, 0.020645, 0.077679, 0.019523
100000, 0.033797, 0.288505, 0.039566
100000, 0.040901, 0.134801, 0.019782
100000, 0.019882, 0.143820, 0.022380
100000, 0.020702, 0.128119, 0.021913
100000, 0.020556, 0.153551, 0.041617
100000, 0.043374, 0.228953, 0.020584
100000, 0.053767, 0.182957, 0.043982
1000000, 0.434326, 0.562296, 0.506698
1000000, 0.586913, 0.807587, 0.499167
1000000, 0.244467, 0.338596, 0.279924
1000000, 0.436043, 0.320711, 0.400387
1000000, 0.272650, 0.307277, 0.292286
1000000, 0.433345, 0.343131, 0.242665
1000000, 0.271465, 0.405706, 0.394570
1000000, 0.274314, 0.574121, 0.361258
1000000, 0.489996, 0.489629, 0.513675
1000000, 0.554245, 0.773620, 0.584340
1000000, 0.570968, 0.448494, 0.240136
1000000, 0.298054, 0.606092, 0.264278
1000000, 0.799045, 1.109273, 0.388356
1000000, 0.382313, 0.833378, 0.495363
1000000, 0.395296, 0.321867, 0.465150
1000000, 0.272379, 0.367170, 0.616231
1000000, 0.462435, 0.323085, 0.332126
1000000, 0.340307, 0.437524, 0.438542
1000000, 0.619456, 0.771760, 0.480976
1000000, 0.379484, 0.484221, 0.354638
1000000, 0.483743, 0.538581, 0.254281
1000000, 0.271285, 0.439481, 0.647743
1000000, 0.367572, 0.408396, 0.303039
1000000, 0.246563, 0.361326, 0.332881
1000000, 0.261944, 0.496119, 0.358075
1000000, 0.454612, 0.377454, 0.598318
1000000, 0.353755, 0.719058, 0.340377
1000000, 0.472768, 0.741374, 0.409202
1000000, 0.345964, 0.479468, 0.581333
1000000, 0.603147, 0.392218, 0.274756
1000000, 0.376940, 0.697863, 0.511557
1000000, 0.568784, 0.462538, 0.268449
1000000, 0.242446, 0.500160, 0.236894
1000000, 0.270817, 0.353476, 0.253730
1000000, 0.415798, 0.355304, 0.235327
1000000, 0.269022, 0.337885, 0.275535
1000000, 0.324034, 0.308842, 0.383030
1000000, 0.436401, 0.391893, 0.236675
1000000, 0.291850, 0.412474, 0.416528
1000000, 0.569710, 0.367213, 0.277152
1000000, 0.287472, 0.447707, 0.245659
1000000, 0.275450, 0.463550, 0.273528
1000000, 0.491805, 0.623223, 0.391450
1000000, 0.262045, 0.366976, 0.272542
1000000, 0.252366, 0.362264, 0.333641
1000000, 0.257820, 0.471681, 0.535337
1000000, 0.373540, 0.373889, 0.303327
1000000, 0.513376, 0.339318, 0.297670
1000000, 0.585908, 0.644496, 0.236331
1000000, 0.349761, 0.365526, 0.514125
10000000, 4.075624, 4.374886, 4.486639
10000000, 4.409196, 4.204022, 4.473039
10000000, 4.365164, 4.729794, 3.726458
10000000, 4.095520, 5.438536, 5.536235
10000000, 4.501384, 4.145979, 3.641329
10000000, 3.609382, 3.548696, 3.772011
10000000, 4.065084, 3.968292, 3.483556
10000000, 3.612165, 3.945884, 3.764014
10000000, 3.848203, 3.740546, 3.256285
10000000, 3.746152, 3.882314, 3.726813
10000000, 3.824471, 3.714851, 3.377299
10000000, 3.434191, 3.504508, 3.444593
10000000, 3.825689, 3.570186, 3.368078
10000000, 3.369578, 3.824608, 4.934025
10000000, 3.557559, 3.558026, 3.639640
10000000, 3.353911, 3.526210, 3.303196
10000000, 3.284718, 3.441371, 3.292885
10000000, 3.454472, 3.504146, 3.449434
10000000, 3.375079, 3.464288, 3.525117
10000000, 3.505230, 3.650733, 3.386226
10000000, 3.586545, 3.436351, 3.493630
10000000, 3.337243, 3.598506, 3.257715
10000000, 3.354501, 3.518532, 3.416043
10000000, 3.259225, 3.587307, 3.386779
10000000, 3.258553, 3.569885, 3.267515
10000000, 3.200634, 3.531856, 3.265817
10000000, 3.467853, 3.497148, 3.523191
10000000, 3.208262, 3.608565, 3.430659
10000000, 3.263477, 3.591794, 3.336466
10000000, 3.233504, 3.392563, 3.332960
10000000, 3.201121, 3.362739, 3.323335
10000000, 3.403060, 3.697765, 3.357930
10000000, 3.345304, 3.560868, 3.378856
10000000, 3.544414, 4.998805, 3.756693
10000000, 3.553533, 3.691394, 3.614501
10000000, 3.341863, 3.330387, 3.343075
10000000, 3.619123, 3.301519, 3.080874
10000000, 3.250275, 3.906828, 4.974613
10000000, 3.056689, 3.032140, 2.993718
10000000, 2.973239, 3.205826, 3.062317
10000000, 3.017979, 3.196179, 2.857178
10000000, 2.871708, 3.152800, 3.040497
10000000, 3.155096, 3.121237, 2.918392
10000000, 2.889019, 3.103011, 3.179781
10000000, 3.133026, 3.154950, 3.127825
10000000, 2.856821, 2.948285, 2.926894
10000000, 3.302614, 3.097884, 2.896454
10000000, 2.984660, 3.168914, 3.075702
10000000, 3.062470, 2.971269, 2.915152
10000000, 2.936058, 3.004001, 2.938644
