Size, Seq, Par, Libc
1000, 0.000123, 0.040347, 0.000218
1000, 0.000117, 0.019057, 0.000195
1000, 0.000120, 0.031211, 0.000192
1000, 0.000131, 0.038411, 0.000207
1000, 0.000117, 0.021105, 0.000245
1000, 0.000147, 0.023750, 0.000220
1000, 0.000121, 0.042924, 0.000209
1000, 0.000124, 0.018702, 0.000242
1000, 0.000114, 0.019811, 0.000191
1000, 0.000116, 0.022005, 0.000241
1000, 0.000113, 0.019580, 0.000212
1000, 0.000134, 0.033086, 0.000539
1000, 0.000116, 0.022494, 0.000231
1000, 0.000130, 0.028158, 0.000187
1000, 0.000162, 0.036297, 0.000236
1000, 0.000112, 0.028036, 0.000218
1000, 0.000114, 0.022439, 0.000234
1000, 0.000114, 0.041980, 0.000221
1000, 0.000146, 0.019675, 0.000188
1000, 0.000126, 0.027153, 0.000222
1000, 0.000119, 0.031287, 0.000189
1000, 0.000117, 0.031041, 0.000246
1000, 0.000125, 0.020019, 0.000188
1000, 0.000149, 0.021301, 0.000274
1000, 0.000150, 0.026974, 0.000201
1000, 0.000126, 0.051541, 0.000348
1000, 0.000131, 0.027604, 0.000266
1000, 0.000139, 0.019605, 0.000256
1000, 0.000485, 0.029849, 0.000193
1000, 0.000118, 0.014605, 0.000226
1000, 0.000116, 0.022407, 0.000186
1000, 0.000125, 0.014679, 0.000260
1000, 0.000142, 0.021019, 0.000191
1000, 0.000138, 0.018322, 0.000194
1000, 0.000151, 0.033593, 0.000190
1000, 0.000129, 0.014350, 0.000207
1000, 0.000116, 0.012722, 0.000197
1000, 0.000115, 0.014940, 0.000187
1000, 0.000114, 0.013755, 0.000188
1000, 0.000119, 0.013484, 0.000180
1000, 0.000367, 0.013358, 0.000196
1000, 0.000155, 0.015244, 0.000229
10000, 0.001669, 0.028680, 0.001846
10000, 0.001627, 0.043908, 0.001753
10000, 0.001866, 0.038851, 0.001639
10000, 0.001803, 0.043466, 0.001757
10000, 0.001745, 0.040765, 0.001625
10000, 0.001605, 0.046109, 0.001566
10000, 0.001932, 0.030294, 0.001771
10000, 0.001868, 0.027659, 0.001767
10000, 0.001757, 0.053490, 0.001810
10000, 0.001841, 0.044230, 0.001744
10000, 0.001676, 0.029303, 0.001853
10000, 0.002162, 0.061459, 0.001806
10000, 0.002404, 0.079643, 0.001548
10000, 0.001840, 0.044072, 0.001563
10000, 0.001834, 0.049069, 0.001706
10000, 0.001625, 0.033517, 0.001626
10000, 0.001846, 0.031045, 0.001510
10000, 0.002016, 0.109539, 0.002345
10000, 0.002072, 0.080111, 0.001626
10000, 0.003214, 0.044179, 0.002547
10000, 0.001616, 0.056760, 0.001727
10000, 0.001605, 0.033460, 0.001583
10000, 0.001765, 0.030590, 0.001799
10000, 0.001824, 0.046289, 0.001721
10000, 0.001574, 0.054801, 0.001825
10000, 0.001629, 0.032256, 0.001698
10000, 0.001970, 0.029792, 0.001762
10000, 0.001642, 0.074059, 0.001651
10000, 0.001626, 0.033972, 0.001529
10000, 0.001804, 0.047701, 0.001872
10000, 0.001664, 0.061430, 0.001534
10000, 0.001876, 0.037399, 0.001763
10000, 0.001627, 0.050280, 0.002310
10000, 0.001874, 0.032336, 0.001603
10000, 0.001767, 0.036476, 0.001560
10000, 0.001791, 0.071434, 0.001793
10000, 0.001687, 0.061239, 0.001585
10000, 0.001792, 0.033414, 0.001812
10000, 0.001619, 0.032962, 0.001683
10000, 0.001814, 0.032218, 0.001542
10000, 0.002049, 0.060279, 0.001753
10000, 0.001571, 0.058031, 0.001601
10000, 0.001580, 0.086616, 0.001565
10000, 0.001909, 0.061779, 0.001600
10000, 0.001667, 0.037381, 0.001908
10000, 0.001644, 0.030505, 0.001534
10000, 0.002015, 0.084053, 0.001603
10000, 0.001575, 0.031495, 0.001568
10000, 0.001600, 0.034712, 0.001655
10000, 0.001573, 0.053649, 0.001683
100000, 0.021300, 0.096348, 0.019417
100000, 0.022366, 0.097293, 0.020221
100000, 0.020541, 0.087489, 0.019629
100000, 0.025662, 0.088236, 0.021291
100000, 0.020458, 0.061537, 0.019970
100000, 0.020204, 0.085901, 0.018895
100000, 0.020913, 0.064233, 0.019222
100000, 0.020569, 0.061347, 0.022102
100000, 0.020394, 0.085923, 0.019332
100000, 0.020279, 0.080889, 0.020135
100000, 0.020734, 0.089196, 0.019422
100000, 0.020872, 0.093555, 0.019697
100000, 0.020526, 0.079698, 0.019040
100000, 0.020395, 0.072845, 0.019552
100000, 0.020339, 0.056220, 0.019265
100000, 0.020310, 0.061123, 0.024168
100000, 0.022917, 0.106959, 0.019462
100000, 0.019606, 0.122239, 0.022586
100000, 0.020165, 0.079903, 0.019538
100000, 0.020039, 0.070995, 0.019776
100000, 0.020010, 0.143521, 0.019417
100000, 0.019759, 0.106525, 0.019738
100000, 0.020884, 0.090389, 0.019544
100000, 0.019907, 0.066011, 0.021167
100000, 0.020362, 0.140166, 0.021491
100000, 0.020901, 0.098461, 0.019568
100000, 0.020216, 0.080096, 0.019871
100000, 0.020473, 0.149327, 0.019830
100000, 0.020068, 0.107519, 0.020620
100000, 0.020976, 0.113502, 0.019644
100000, 0.020610, 0.140126, 0.022222
100000, 0.020178, 0.108825, 0.019593
100000, 0.020040, 0.075468, 0.020108
100000, 0.020003, 0.121383, 0.019383
100000, 0.020188, 0.115657, 0.019024
100000, 0.021061, 0.108571, 0.019329
100000, 0.021512, 0.083787, 0.018968
100000, 0.022225, 0.120779, 0.021086
100000, 0.020251, 0.121163, 0.019272
100000, 0.020652, 0.108934, 0.018917
100000, 0.021791, 0.077592, 0.019506
100000, 0.023096, 0.110802, 0.019200
100000, 0.020232, 0.108479, 0.019320
100000, 0.021734, 0.106367, 0.023005
100000, 0.022861, 0.108941, 0.019481
100000, 0.021495, 0.064887, 0.019868
100000, 0.020036, 0.109104, 0.019668
100000, 0.019610, 0.121754, 0.019666
100000, 0.021218, 0.151619, 0.021387
100000, 0.020759, 0.080026, 0.019072
1000000, 0.248103, 0.336533, 0.233147
1000000, 0.244236, 0.337447, 0.253952
1000000, 0.237212, 0.347912, 0.233957
1000000, 0.428869, 0.407599, 0.253977
1000000, 0.234809, 0.414621, 0.281630
1000000, 0.331540, 0.346724, 0.232784
1000000, 0.246594, 0.385436, 0.237405
1000000, 0.242159, 0.330005, 0.243509
1000000, 0.349525, 0.347702, 0.322705
1000000, 0.245590, 0.313788, 0.240677
1000000, 0.256277, 0.315114, 0.246008
1000000, 0.244229, 0.343545, 0.236738
1000000, 0.263256, 0.321781, 0.235303
1000000, 0.252493, 0.411953, 0.234901
1000000, 0.260222, 0.351948, 0.253011
1000000, 0.254686, 0.306634, 0.231190
1000000, 0.246414, 0.353735, 0.273761
1000000, 0.255013, 0.342737, 0.240110
1000000, 0.247328, 0.357416, 0.245846
1000000, 0.257376, 0.347224, 0.240700
1000000, 0.247683, 0.337741, 0.252364
1000000, 0.241025, 0.373526, 0.251378
1000000, 0.263263, 0.319184, 0.250725
1000000, 0.250359, 0.339725, 0.246924
1000000, 0.251316, 0.360255, 0.250554
1000000, 0.263419, 0.415182, 0.312186
1000000, 0.248661, 0.364207, 0.251860
1000000, 0.263476, 0.423197, 0.253315
1000000, 0.242817, 0.312394, 0.237381
1000000, 0.244012, 0.302872, 0.234429
1000000, 0.245107, 0.327394, 0.232957
1000000, 0.248489, 0.337093, 0.232028
1000000, 0.243782, 0.365683, 0.235819
1000000, 0.248148, 0.426791, 0.237559
1000000, 0.245770, 0.348817, 0.244364
1000000, 0.243588, 0.323428, 0.235774
1000000, 0.247055, 0.307836, 0.238143
1000000, 0.243601, 0.330978, 0.239405
1000000, 0.244568, 0.344879, 0.243757
1000000, 0.256208, 0.399872, 0.232564
1000000, 0.243051, 0.367475, 0.238826
1000000, 0.248917, 0.343705, 0.235543
1000000, 0.240107, 0.372396, 0.244779
1000000, 0.239485, 0.327138, 0.234291
1000000, 0.250675, 0.347645, 0.252284
1000000, 0.253118, 0.339697, 0.236890
1000000, 0.244396, 0.336961, 0.244925
1000000, 0.263120, 0.347577, 0.251435
1000000, 0.242713, 0.319795, 0.261511
1000000, 0.242439, 0.379618, 0.237491
10000000, 2.877743, 3.037801, 2.850493
10000000, 2.889528, 3.055556, 2.822111
10000000, 2.889898, 3.024412, 2.971346
10000000, 2.894914, 3.034233, 2.842296
10000000, 2.852614, 3.003327, 2.808889
10000000, 2.896971, 2.943627, 2.863335
10000000, 2.806030, 2.965394, 2.818068
10000000, 2.838614, 3.029496, 2.856477
10000000, 2.801167, 2.976957, 2.841341
10000000, 2.891420, 2.979715, 2.872556
10000000, 2.845455, 2.978967, 2.810308
10000000, 2.875118, 2.912460, 2.968485
10000000, 2.817460, 2.973883, 2.826032
10000000, 2.832157, 3.072593, 2.818051
10000000, 2.830434, 2.945814, 2.796256
10000000, 2.901381, 2.959844, 2.848090
10000000, 2.833635, 3.001090, 2.865794
10000000, 2.779365, 2.945671, 2.831505
10000000, 2.871640, 3.012933, 2.803623
10000000, 2.898156, 2.967663, 2.788274
10000000, 2.858466, 2.926217, 2.820288
10000000, 2.828062, 2.933923, 2.826319
10000000, 2.824760, 2.958253, 2.822858
10000000, 2.962867, 2.934255, 2.795756
10000000, 2.938536, 3.008035, 2.857783
10000000, 2.805223, 2.915366, 2.831992
10000000, 2.778941, 2.920925, 2.840392
10000000, 2.790986, 2.919224, 2.824785
10000000, 2.850415, 2.905162, 2.857944
10000000, 2.814964, 3.609168, 6.224922
10000000, 6.076596, 6.272207, 6.018180
10000000, 5.935806, 6.226875, 6.085443
10000000, 6.035176, 6.143610, 6.032144
10000000, 5.950830, 6.134938, 4.792191
10000000, 3.460521, 3.869591, 3.600068
10000000, 3.922922, 3.873547, 3.612727
10000000, 3.521757, 3.706782, 3.551804
10000000, 3.678860, 3.735682, 3.982745
10000000, 3.547754, 3.757973, 3.727759
10000000, 3.602313, 3.751575, 3.603733
10000000, 3.575629, 3.745197, 3.575823
10000000, 3.625618, 3.869452, 3.610107
10000000, 3.460525, 3.806965, 3.912240
10000000, 3.546692, 3.552859, 3.455219
10000000, 3.476073, 3.598761, 3.464987
10000000, 3.419588, 3.579127, 3.425126
10000000, 3.460459, 3.500477, 3.429923
10000000, 3.339336, 3.585109, 3.327955
10000000, 3.644765, 3.725778, 3.579490
10000000, 3.564839, 3.607579, 3.579297
