Size, Seq, Par, Libc
1000, 0.000194, 0.027188, 0.000226
1000, 0.000134, 0.136354, 0.000317
1000, 0.000144, 0.062545, 0.000337
1000, 0.000131, 0.046871, 0.000247
1000, 0.000117, 0.036758, 0.000316
10000, 0.002354, 0.218976, 0.001630
10000, 0.001578, 0.132965, 0.002356
10000, 0.004443, 0.150505, 0.001906
10000, 0.001633, 0.117639, 0.002141
10000, 0.002186, 0.145729, 0.001937
10000, 0.002198, 0.217101, 0.001826
10000, 0.002277, 0.470389, 0.024985
10000, 0.006174, 0.428420, 0.011140
10000, 0.005546, 0.297414, 0.001677
10000, 0.002299, 0.127294, 0.002404
10000, 0.002302, 0.081431, 0.002263
10000, 0.001681, 0.109162, 0.001784
10000, 0.001716, 0.216908, 0.001698
10000, 0.001986, 0.130076, 0.001903
10000, 0.002502, 0.175540, 0.002381
10000, 0.002145, 0.106911, 0.002636
10000, 0.002462, 0.155179, 0.003578
10000, 0.001896, 0.105849, 0.002484
10000, 0.002238, 0.127122, 0.002034
10000, 0.006250, 0.067622, 0.001980
10000, 0.003226, 0.102563, 0.002503
10000, 0.001915, 0.083037, 0.001962
10000, 0.007495, 0.089371, 0.004666
10000, 0.001893, 0.088737, 0.004935
10000, 0.001654, 0.117024, 0.001760
10000, 0.001862, 0.109921, 0.001958
10000, 0.002061, 0.066459, 0.001764
10000, 0.001844, 0.153106, 0.002580
10000, 0.001676, 0.083128, 0.001658
10000, 0.003449, 0.075658, 0.001698
10000, 0.001560, 0.181288, 0.010108
10000, 0.005979, 0.083330, 0.002099
10000, 0.002086, 0.170709, 0.003750
10000, 0.002721, 0.223990, 0.002577
10000, 0.002689, 0.169643, 0.002109
10000, 0.002055, 0.137594, 0.001913
10000, 0.002742, 0.115394, 0.009927
10000, 0.002183, 0.122661, 0.002091
10000, 0.001989, 0.080322, 0.004468
10000, 0.001858, 0.112718, 0.001749
10000, 0.001685, 0.127595, 0.001842
10000, 0.001603, 0.096214, 0.002939
10000, 0.002017, 0.222808, 0.004804
10000, 0.019161, 0.189509, 0.005638
10000, 0.001889, 0.160406, 0.001545
10000, 0.004509, 0.226410, 0.001541
10000, 0.001615, 0.329425, 0.001720
10000, 0.002566, 0.152031, 0.005694
10000, 0.001567, 0.081409, 0.001630
10000, 0.001723, 0.078856, 0.001701
100000, 0.033840, 0.285877, 0.034648
100000, 0.041642, 0.201664, 0.041373
100000, 0.083822, 0.143373, 0.024357
100000, 0.026290, 0.155249, 0.046193
100000, 0.029869, 0.490290, 0.055479
100000, 0.034141, 0.252457, 0.035431
100000, 0.046686, 0.198441, 0.056706
100000, 0.092946, 0.299990, 0.045327
100000, 0.048694, 0.481716, 0.076895
100000, 0.100413, 0.539337, 0.036966
100000, 0.046972, 0.496564, 0.036706
100000, 0.037600, 0.494823, 0.139941
100000, 0.117344, 0.533423, 0.078124
100000, 0.049777, 0.385925, 0.029324
100000, 0.024549, 0.206752, 0.047904
100000, 0.052531, 0.221376, 0.035563
100000, 0.027975, 0.534035, 0.050017
100000, 0.062075, 0.447013, 0.074308
100000, 0.073130, 1.103822, 0.085276
100000, 0.099823, 0.326312, 0.033372
100000, 0.034363, 0.400792, 0.047843
100000, 0.041038, 0.321078, 0.049186
100000, 0.080077, 0.401904, 0.044101
100000, 0.054493, 0.416721, 0.043083
100000, 0.041048, 0.310014, 0.031075
100000, 0.028168, 1.254803, 0.082455
100000, 0.066169, 0.683462, 0.059560
100000, 0.053318, 0.484776, 0.070472
100000, 0.051947, 0.200980, 0.036466
100000, 0.038719, 0.375685, 0.035416
100000, 0.042978, 0.201348, 0.042104
100000, 0.025364, 0.412217, 0.039168
100000, 0.065739, 0.552640, 0.042102
100000, 0.037759, 0.202253, 0.040036
100000, 0.024773, 0.254462, 0.022152
100000, 0.026626, 0.313145, 0.102650
100000, 0.055551, 0.543452, 0.049384
100000, 0.030442, 0.368622, 0.037826
100000, 0.058520, 0.223880, 0.034089
100000, 0.041315, 0.651246, 0.040972
100000, 0.035510, 0.340504, 0.058503
100000, 0.059004, 0.410458, 0.036589
100000, 0.051112, 0.202507, 0.031822
100000, 0.035744, 0.370949, 0.043947
100000, 0.049279, 0.380844, 0.038481
100000, 0.055259, 0.299258, 0.038037
100000, 0.080225, 0.567662, 0.046261
100000, 0.050494, 0.259653, 0.036294
100000, 0.031932, 0.187333, 0.037533
100000, 0.036019, 0.575388, 0.021864
1000000, 0.394553, 0.639195, 0.384671
1000000, 0.354897, 0.507285, 0.334453
1000000, 0.385132, 0.616505, 0.360112
1000000, 0.332660, 0.534359, 0.324381
1000000, 0.328717, 0.800237, 0.466977
1000000, 0.488968, 1.398957, 0.666996
1000000, 0.723079, 0.846332, 0.561143
1000000, 0.696338, 1.084859, 0.499311
1000000, 0.470379, 1.006118, 0.597033
1000000, 0.518201, 0.867246, 0.587879
1000000, 0.487264, 1.111926, 0.792511
1000000, 0.487142, 0.625985, 0.466044
1000000, 0.354501, 0.754506, 0.485862
1000000, 0.429499, 0.667721, 0.390920
1000000, 0.387922, 0.654918, 0.394903
1000000, 0.367396, 0.984383, 0.393747
1000000, 0.375003, 0.534187, 0.396504
1000000, 0.544572, 1.104257, 0.566683
1000000, 0.630701, 1.509459, 0.537505
1000000, 0.338365, 0.592713, 0.319248
1000000, 0.365067, 0.672778, 0.370663
1000000, 0.297812, 0.409115, 0.301307
1000000, 0.372086, 0.385558, 0.237154
1000000, 0.265398, 0.352109, 0.273484
1000000, 0.247824, 0.305938, 0.260173
1000000, 0.279668, 0.327971, 0.237836
1000000, 0.287642, 0.350000, 0.252102
1000000, 0.290116, 0.345955, 0.269374
1000000, 0.242536, 0.325090, 0.273735
1000000, 0.242943, 0.316611, 0.232742
1000000, 0.250929, 0.306499, 0.232312
1000000, 0.249053, 0.319149, 0.241346
1000000, 0.251071, 0.374027, 0.233582
1000000, 0.241433, 0.316092, 0.235048
1000000, 0.245995, 0.316922, 0.235175
1000000, 0.242685, 0.324747, 0.233146
1000000, 0.248049, 0.351263, 0.234029
1000000, 0.263539, 0.326616, 0.254470
1000000, 0.245984, 0.340361, 0.232236
1000000, 0.250212, 0.318819, 0.237542
1000000, 0.248441, 0.317913, 0.244203
1000000, 0.251382, 0.308080, 0.237532
1000000, 0.239754, 0.331113, 0.238180
1000000, 0.245848, 0.329360, 0.247794
1000000, 0.253047, 0.320209, 0.255990
1000000, 0.253220, 0.311972, 0.256901
1000000, 0.245653, 0.352231, 0.241611
1000000, 0.263460, 0.327294, 0.248256
1000000, 0.247006, 0.328300, 0.239528
1000000, 0.241014, 0.330671, 0.243778
