Size, Seq, Par, Libc
1000000, 0.285435, 0.383423, 0.245104
1000000, 0.298877, 0.330165, 0.245962
1000000, 0.282978, 0.426574, 0.261033
1000000, 0.309229, 0.316209, 0.269069
1000000, 0.269530, 0.361251, 0.284935
1000000, 0.274694, 0.326412, 0.253247
1000000, 0.289515, 0.435880, 0.249404
1000000, 0.412693, 0.424435, 0.380002
1000000, 0.469402, 0.391588, 0.344701
1000000, 0.317046, 0.338236, 0.280080
1000000, 0.306584, 0.334785, 0.263028
1000000, 0.442593, 0.347031, 0.259718
1000000, 0.365520, 0.351338, 0.267406
1000000, 0.301636, 0.350235, 0.246882
1000000, 0.291095, 0.359790, 0.241904
1000000, 0.278474, 0.307674, 0.241490
1000000, 0.303916, 0.316814, 0.252925
1000000, 0.292723, 0.338798, 0.244572
1000000, 0.291118, 0.413597, 0.282358
1000000, 0.366867, 0.342145, 0.280661
1000000, 0.320987, 0.300656, 0.253460
